categoria,centroide_lat,centroide_lon,fuente,id,nombre,nombre_completo,provincia_id,provincia_interseccion,provincia_nombre,,,
Comision de Fomento,-376.579.811.945.705,-640.516.815.451.907,Direc. Grl. de Catastro,425105,Perú,Comision de Fomento Perú,42,0.002836229,La Pampa,,,
Comision de Fomento,-374.369.062.402.097,-641.768.424.743.253,Direc. Grl. de Catastro,425028,Colonia Santa María,Comision de Fomento Colonia Santa María,42,0.004213794,La Pampa,,,
Municipio,-382.691.742.864.471,-634.812.273.049.458,Direc. Grl. de Catastro,420182,Jacinto Arauz,Municipio Jacinto Arauz,42,0.009896067,La Pampa,,,
Municipio,-368.296.816.826.031,-634.977.798.993.706,Direc. Grl. de Catastro,420364,Tomás Manuel Anchorena,Municipio Tomás Manuel Anchorena,42,0.004880393,La Pampa,,,
Comision de Fomento,-362.436.590.954.094,-634.979.561.556.211,Direc. Grl. de Catastro,425126,Relmo,Comision de Fomento Relmo,42,0.00069461,La Pampa,,,
Municipio,-365.322.365.145.791,-644.089.343.089.286,Direc. Grl. de Catastro,420336,Santa Rosa,Municipio Santa Rosa,42,0.010196209,La Pampa,,,
Comision de Fomento,-385.453.661.204.737,-658.572.271.584.388,Direc. Grl. de Catastro,425070,Gobernador Duval,Comision de Fomento Gobernador Duval,42,0.049064353,La Pampa,,,
Comision de Fomento,-351.878.951.146.314,-640.782.858.104.043,Direc. Grl. de Catastro,425063,Falucho,Comision de Fomento Falucho,42,0.00185191,La Pampa,,,
Comuna,-382.360.587.226.759,-669.836.778.535.492,Direc. Grl. de Catastro,422007,Casa de Piedra,Comuna Casa de Piedra,42,0.011698449,La Pampa,,,
Comision de Fomento,-382.880.644.808.571,-648.154.556.410.667,Direc. Grl. de Catastro,425042,Cuchillo Co,Comision de Fomento Cuchillo Co,42,0.01771485,La Pampa,,,
Comision de Fomento,-364.002.145.195.534,-674.087.920.568.523,Direc. Grl. de Catastro,420011,Algarrobo del Águila,Comision de Fomento Algarrobo del Águila,42,0.0307086,La Pampa,,,
Municipio,-354.203.277.421.276,-639.035.759.107.822,Direc. Grl. de Catastro,420392,Vértiz,Municipio Vértiz,42,0.003086679,La Pampa,,,
Municipio,-331.696.958.774.564,-649.783.311.643.432,Direc. Grl. de Catastro,140756,Achiras,Municipio Achiras,14,7,,,,
Municipio,-310.500.245.015.485,-643.259.937.691.715,Direc. Grl. de Catastro,140084,Agua de Oro,Municipio Agua de Oro,14,0.000682467,Cordoba,,,
Comuna,-305.351.780.991.222,-651.225.465.080.377,Direc. Grl. de Catastro,142133,Alto de los Quebrachos,Comuna Alto de los Quebrachos,14,0.001054603,Cordoba,,,
Comuna,-315.186.767.924.263,-650.780.298.240.083,Direc. Grl. de Catastro,142833,Ambul,Comuna Ambul,14,0.000683877,Cordoba,,,
Municipio,-336.394.688.790.659,-624.028.701.481.866,Direc. Grl. de Catastro,140483,Arias,Municipio Arias,14,4,,,,
Comuna,-308.588.942.256.558,-636.494.965.710.203,Direc. Grl. de Catastro,142609,Atahona,Comuna Atahona,14,4,,,,
Municipio,-314.197.877.113.034,-630.461.064.879.716,Direc. Grl. de Catastro,141176,Arroyito,Municipio Arroyito,14,0.000124926,Cordoba,,,
Municipio,-330.277.675.204.366,-636.714.870.729.591,Direc. Grl. de Catastro,140392,Bengolea,Municipio Bengolea,14,9,,,,
Municipio,-335.839.636.595.371,-627.275.448.917.718,Direc. Grl. de Catastro,141617,Benjamín Gould,Municipio Benjamín Gould,14,1,,,,
Municipio,-33.477.401.802.254,-623.387.928.906.849,Direc. Grl. de Catastro,140504,Cavanagh,Municipio Cavanagh,14,1,,,,
Municipio,-307.381.485.912.168,-63.725.138.408.134,Direc. Grl. de Catastro,141512,Cañada de Luque,Municipio Cañada de Luque,14,0.000130356,Cordoba,,,
Municipio,-321.348.568.466.706,-644.331.269.585.083,Direc. Grl. de Catastro,140042,Villa del Dique,Municipio Villa del Dique,14,0.000400431,Cordoba,,,
Comuna,-311.582.887.825.211,-64.478.139.337.956,Direc. Grl. de Catastro,142476,Casa Grande,Comuna Casa Grande,14,4,,,,
Municipio,-330.231.292.173.334,-640.481.926.881.725,Direc. Grl. de Catastro,140406,Charras,Municipio Charras,14,1,,,,
Comuna,-334.634.143.562.878,-62.730.992.323.301,Direc. Grl. de Catastro,143239,Colonia Bremen,Comuna Colonia Bremen,14,7,,,,
Comuna,-312.036.266.461.889,-632.243.244.282.166,Direc. Grl. de Catastro,142637,Colonia las Cuatro Esquinas,Comuna Colonia las Cuatro Esquinas,14,6,,,,
Municipio,-312.488.859.057.542,-623.626.031.807.013,Direc. Grl. de Catastro,141197,Colonia Marina,Municipio Colonia Marina,14,6,,,,
Municipio,-333.065.740.201.285,-621.813.642.349.834,Direc. Grl. de Catastro,140511,Colonia Italiana,Municipio Colonia Italiana,14,2,,,,
Comuna,-312.076.433.233.757,-62.111.193.657.276,Direc. Grl. de Catastro,142938,Colonia Iturraspe,Comuna Colonia Iturraspe,14,3,,,,
Municipio,-312.182.550.189.733,-640.295.107.530.515,Direc. Grl. de Catastro,140098,Colonia Tirolesa,Municipio Colonia Tirolesa,14,0.002258426,Cordoba,,,
Comuna,-313.039.964.065.618,-629.366.942.797.858,Direc. Grl. de Catastro,142945,Colonia las Pichanas,Comuna Colonia las Pichanas,14,0.000133998,Cordoba,,,
Municipio,-32.122.539.446.147,-647.855.875.348.449,Direc. Grl. de Catastro,140070,Villa Yacanto,Municipio Villa Yacanto,14,0.003234981,Cordoba,,,
Municipio,-274.811.807.319.862,-547.985.455.372.284,Ministerio de Ecología,540511,Alba Posse,Municipio Alba Posse,54,0.014020843,Misiones,,,
Comuna,-336.654.575.921.611,-635.399.472.201.016,Direc. Grl. de Catastro,142315,El Rastreador,Comuna El Rastreador,14,3,,,,
Municipio,-316.470.824.674.008,-637.622.771.614.346,Direc. Grl. de Catastro,141008,Costasacate,Municipio Costasacate,14,8,,,,
Municipio,-322.156.832.682.067,-643.816.869.058.496,Direc. Grl. de Catastro,140007,Embalse,Municipio Embalse,14,0.000562695,Cordoba,,,
Municipio,-315.279.808.890.143,-627.236.406.722.185,Direc. Grl. de Catastro,141211,Colonia San Bartolomé,Municipio Colonia San Bartolomé,14,7,,,,
Municipio,-343.738.504.142.088,-645.317.794.477.809,Direc. Grl. de Catastro,140217,Del Campillo,Municipio Del Campillo,14,3,,,,
Comuna,-308.087.116.780.106,-654.590.362.546.606,Direc. Grl. de Catastro,142364,El Chacho,Comuna El Chacho,14,0.000353339,Cordoba,,,
Comuna,-310.189.797.076.703,-636.071.854.343.479,Direc. Grl. de Catastro,142658,El Crispín,Comuna El Crispín,14,3,,,,
Municipio,-319.696.658.576.857,-623.017.073.883.342,Direc. Grl. de Catastro,141239,El Fortín,Municipio El Fortín,14,8,,,,
Municipio,-334.605.679.567.117,-62.433.942.915.908,Direc. Grl. de Catastro,140546,Guatimozín,Municipio Guatimozín,14,2,,,,
Comuna,-301.647.579.225.083,-638.576.472.993.799,Direc. Grl. de Catastro,143211,El Rodeo,Comuna El Rodeo,14,1,,,,
Comuna,-311.856.303.095.222,-652.460.012.237.226,Direc. Grl. de Catastro,142371,Estancia de Guadalupe,Comuna Estancia de Guadalupe,14,0.001300297,Cordoba,,,
Municipio,-346.683.135.253.941,-620.397.484.845.501,ARBA - Gerencia de Servicios Catastrales,60351,General Pinto,Municipio General Pinto,6,0.008139904,Buenos Aires,,,
Municipio,-329.395.872.460.527,-632.476.339.192.828,Direc. Grl. de Catastro,140294,Etruria,Municipio Etruria,14,1,,,,
Municipio,-328.126.298.411.653,-638.707.446.907.222,Direc. Grl. de Catastro,140413,General Cabrera,Municipio General Cabrera,14,4,,,,
Municipio,-383.886.180.658.492,-595.866.369.475.028,ARBA - Gerencia de Servicios Catastrales,60742,San Cayetano,Municipio San Cayetano,6,0.010047086,Buenos Aires,,,
Municipio,-385.116.665.533.312,-602.376.664.741.026,ARBA - Gerencia de Servicios Catastrales,60833,Tres Arroyos,Municipio Tres Arroyos,6,0.019848277,Buenos Aires,,,
Municipio,-38.670.481.146.508,-610.956.539.726.774,ARBA - Gerencia de Servicios Catastrales,60189,Coronel Dorrego,Municipio Coronel Dorrego,6,0.019594928,Buenos Aires,,,
Municipio,-382.555.189.703.716,-591.673.660.597.249,ARBA - Gerencia de Servicios Catastrales,60581,Necochea,Municipio Necochea,6,0.01521896,Buenos Aires,,,
Comuna,-31.134.641.078.071,-653.098.829.147.869,Direc. Grl. de Catastro,142378,Guasapampa,Comuna Guasapampa,14,0.000865413,Cordoba,,,
Municipio,-31.072.010.551.809,-644.965.933.938.749,Direc. Grl. de Catastro,140686,Huerta Grande,Municipio Huerta Grande,14,7,,,,
Municipio,-348.375.108.995.881,-643.759.223.052.139,Direc. Grl. de Catastro,140224,Huinca Renanco,Municipio Huinca Renanco,14,8,,,,
Municipio,-328.118.251.859.775,-630.314.306.796.737,Direc. Grl. de Catastro,141652,Idiazabal,Municipio Idiazabal,14,1,,,,
Comuna,-317.968.283.637.741,-636.502.998.161.586,Direc. Grl. de Catastro,142812,Impira,Comuna Impira,14,2,,,,
Municipio,-339.522.414.433.712,-629.759.295.184.544,Direc. Grl. de Catastro,140623,La Cesira,Municipio La Cesira,14,9,,,,
Municipio,-314.046.082.891.522,-626.361.489.012.367,Direc. Grl. de Catastro,141260,La Francia,Municipio La Francia,14,5,,,,
Municipio,-358.494.190.496.267,-5.789.575.256.553,ARBA - Gerencia de Servicios Catastrales,60466,Lezama,Municipio Lezama,6,0.003370139,Buenos Aires,,,
Municipio,-356.187.689.428.966,-579.043.202.817.549,ARBA - Gerencia de Servicios Catastrales,60218,Chascomús,Municipio Chascomús,6,0.01020656,Buenos Aires,,,
Municipio,-309.068.096.845.912,-62.215.044.195.689,Direc. Grl. de Catastro,141267,La Paquita,Municipio La Paquita,14,8,,,,
Municipio,-354.261.581.088.971,-573.996.034.517.523,ARBA - Gerencia de Servicios Catastrales,60655,Punta Indio,Municipio Punta Indio,6,0.005176157,Buenos Aires,,,
Municipio,-341.381.957.287.912,-588.830.222.693.034,ARBA - Gerencia de Servicios Catastrales,60126,Campana,Municipio Campana,6,0.003130053,Buenos Aires,,,
Municipio,-331.508.319.281.254,-628.591.932.549.994,Direc. Grl. de Catastro,141666,Laborde,Municipio Laborde,14,2,,,,
Municipio,-341.281.097.677.491,-633.878.358.370.211,Direc. Grl. de Catastro,140630,Laboulaye,Municipio Laboulaye,14,9,,,,
Municipio,-317.757.220.077.539,-637.859.839.452.442,Direc. Grl. de Catastro,141015,Laguna Larga,Municipio Laguna Larga,14,8,,,,
Municipio,-269.628.192.811.879,-544.040.788.497.149,Ministerio de Ecología,540203,San Vicente,Municipio San Vicente,54,0.049921444,Misiones,,,
Comuna,-307.826.893.147.179,-619.173.543.437.841,Direc. Grl. de Catastro,142952,Colonia San Pedro,Comuna Colonia San Pedro,14,7,,,,
Comuna,-309.460.219.430.716,-642.677.377.008.499,Direc. Grl. de Catastro,143183,La Pampa,Comuna La Pampa,14,4,,,,
Comuna,-320.779.893.265.375,-649.970.015.769.107,Direc. Grl. de Catastro,142896,La Poblacion,Comuna La Poblacion,14,0.000337067,Cordoba,,,
Comuna,-305.684.483.421.589,-635.150.983.800.264,Direc. Grl. de Catastro,142679,La Posta,Comuna La Posta,14,8,,,,
Comuna,-31.755.784.835.336,-644.614.102.717.181,Direc. Grl. de Catastro,143029,La Rancherita,Comuna La Rancherita,14,1,,,,
Comuna,-301.602.808.580.713,-629.334.837.181.419,Direc. Grl. de Catastro,142763,La Rinconada,Comuna La Rinconada,14,4,,,,
Municipio,-327.619.158.521.806,-637.924.284.582.828,Direc. Grl. de Catastro,140420,General Deheza,Municipio General Deheza,14,0.000108577,Cordoba,,,
Municipio,-312.431.510.613.549,-630.622.120.893.958,Direc. Grl. de Catastro,141274,La Tordilla,Municipio La Tordilla,14,6,,,,
Municipio,-33.280.100.079.492,-639.782.972.324.101,Direc. Grl. de Catastro,140833,Las Acequias,Municipio Las Acequias,14,2,,,,
Comuna,-323.218.044.631.245,-638.678.208.637.172,Direc. Grl. de Catastro,143141,General Fotheringham,Comuna General Fotheringham,14,7,,,,
Municipio,-331.041.248.833.881,-642.944.375.380.398,Direc. Grl. de Catastro,140840,Las Higueras,Municipio Las Higueras,14,6,,,,
Comuna,-325.081.704.675.122,-639.294.208.789.592,Direc. Grl. de Catastro,143148,Las Isletillas,Comuna Las Isletillas,14,3,,,,
Municipio,-31.829.574.096.629,-634.501.240.234.635,Direc. Grl. de Catastro,141022,Las Junturas,Municipio Las Junturas,14,1,,,,
Municipio,-340.132.450.114.982,-639.268.210.537.681,Direc. Grl. de Catastro,140616,General Levalle,Municipio General Levalle,14,2,,,,
Municipio,-332.821.528.731.581,-645.798.008.584.753,Direc. Grl. de Catastro,140847,Las Vertientes,Municipio Las Vertientes,14,1,,,,
Comuna,-3.420.479.128.376,-629.791.788.265.997,Direc. Grl. de Catastro,142448,Leguizamon,Comuna Leguizamon,14,1,,,,
Comuna,-31.949.964.905.103,-654.006.487.224.588,Direc. Grl. de Catastro,142910,Los Cerrillos,Comuna Los Cerrillos,14,0.000533004,Cordoba,,,
Comuna,-314.014.391.052.477,-633.341.908.709.153,Direc. Grl. de Catastro,142196,Los Chañaritos (C.D. Eje),Comuna Los Chañaritos (C.D. Eje),14,6,,,,
Municipio,-364.566.752.503.384,-634.792.036.669.961,Direc. Grl. de Catastro,420077,Catrilo,Municipio Catrilo,42,0.005040454,La Pampa,,,
Municipio,-309.267.368.141.278,-645.025.995.122.289,Direc. Grl. de Catastro,140707,Los Cocos,Municipio Los Cocos,14,6,,,,
Comuna,-318.985.332.069.954,-649.874.489.410.362,Direc. Grl. de Catastro,142917,Los Hornillos,Comuna Los Hornillos,14,6,,,,
Comuna,-30.626.345.939.801,-638.831.334.918.174,Direc. Grl. de Catastro,143190,Los Mistoles,Comuna Los Mistoles,14,5,,,,
Comuna,-305.184.524.118.584,-642.649.072.173.164,Direc. Grl. de Catastro,142287,Los Pozos,Comuna Los Pozos,14,1,,,,
Comuna,-309.181.978.256.885,-635.346.280.358.157,Direc. Grl. de Catastro,142707,Maquinista Gallini,Comuna Maquinista Gallini,14,1,,,,
Municipio,-309.962.750.605.161,-628.244.615.926.655,Direc. Grl. de Catastro,141295,Marull,Municipio Marull,14,1,,,,
Comuna,-314.025.933.536.005,-650.582.614.564.783,Direc. Grl. de Catastro,142420,Los Talares,Comuna Los Talares,14,0.0001162,Cordoba,,,
Municipio,-320.450.607.687.749,-632.063.904.788.812,Direc. Grl. de Catastro,141470,Los Zorros,Municipio Los Zorros,14,1,,,,
Municipio,-297.949.326.862.785,-646.680.541.082.337,Direc. Grl. de Catastro,141554,Lucio V. Mansilla,Municipio Lucio V. Mansilla,14,2,,,,
Municipio,-316.466.335.826.392,-633.411.184.061.502,Direc. Grl. de Catastro,141029,Luque,Municipio Luque,14,3,,,,
Comuna,-321.482.687.509.277,-650.741.168.663.064,Direc. Grl. de Catastro,142924,Luyaba,Comuna Luyaba,14,0.001194675,Cordoba,,,
Comuna,-334.904.506.753.776,-644.317.442.961.675,Direc. Grl. de Catastro,142581,Malena,Comuna Malena,14,5,,,,
Comuna,-322.379.956.630.961,-636.569.925.653.938,Direc. Grl. de Catastro,143155,Pampayasta Norte,Comuna Pampayasta Norte,14,5,,,,
Comuna,-316.204.775.594.048,-650.686.397.589.954,Direc. Grl. de Catastro,142861,Panaholma,Comuna Panaholma,14,0.000282302,Cordoba,,,
Municipio,-318.442.770.336.696,-637.430.657.929.285,Direc. Grl. de Catastro,141036,Manfredi,Municipio Manfredi,14,1,,,,
Comuna,-318.011.586.456.791,-645.891.432.550.297,Direc. Grl. de Catastro,143050,Potrero de Garay,Comuna Potrero de Garay,14,0.000655316,Cordoba,,,
Municipio,-317.149.605.696.137,-635.124.530.187.689,Direc. Grl. de Catastro,141043,Matorrales,Municipio Matorrales,14,8,,,,
Municipio,-343.493.518.732.702,-634.365.776.529.174,Direc. Grl. de Catastro,140637,Melo,Municipio Melo,14,8,,,,
Municipio,-325.008.531.571.475,-64.712.137.834.636,Direc. Grl. de Catastro,140028,Río de los Sauces,Municipio Río de los Sauces,14,0.00453252,Cordoba,,,
Comuna,-313.275.574.709.174,-639.790.002.860.052,Direc. Grl. de Catastro,142119,Mi Granja,Comuna Mi Granja,14,0.000250839,Cordoba,,,
Municipio,-33.636.040.233.796,-639.021.542.900.956,Direc. Grl. de Catastro,140854,Monte de los Gauchos,Municipio Monte de los Gauchos,14,3,,,,
Comuna,-344.416.086.343.239,-643.382.488.459.279,Direc. Grl. de Catastro,142224,Nicolás Bruzzone,Comuna Nicolás Bruzzone,14,1,,,,
Municipio,-318.047.247.770.572,-650.089.907.188.352,Direc. Grl. de Catastro,141099,Nono,Municipio Nono,14,0.001506854,Cordoba,,,
Comuna,-337.577.742.616.375,-634.894.551.789.837,Direc. Grl. de Catastro,142322,Pacheco de Melo,Comuna Pacheco de Melo,14,2,,,,
Municipio,-316.802.864.251.569,-638.821.893.916.396,Direc. Grl. de Catastro,141057,Pilar,Municipio Pilar,14,0.000167102,Cordoba,,,
Comuna,-30.977.225.049.207,-632.611.760.527.181,Direc. Grl. de Catastro,142714,Plaza de Mercedes,Comuna Plaza de Mercedes,14,2,,,,
Municipio,-320.191.752.758.653,-629.178.333.970.772,Direc. Grl. de Catastro,141064,Pozo del Molle,Municipio Pozo del Molle,14,2,,,,
Municipio,-338.797.412.509.003,-62.841.904.643.319,Direc. Grl. de Catastro,141715,Pueblo Italiano,Municipio Pueblo Italiano,14,9,,,,
Comuna,-348.429.525.115.099,-640.999.800.172.126,Direc. Grl. de Catastro,142245,Ranqueles,Comuna Ranqueles,14,2,,,,
Comuna,-300.719.376.972.619,-63.828.433.136.014,Direc. Grl. de Catastro,142784,Rayo Cortado,Comuna Rayo Cortado,14,4,,,,
Municipio,-341.747.592.562.317,-631.529.797.656.943,Direc. Grl. de Catastro,140644,Rosales,Municipio Rosales,14,7,,,,
Comuna,-30.365.342.954.353,-633.904.225.262.121,Direc. Grl. de Catastro,143218,Rosario del Saladillo,Comuna Rosario del Saladillo,14,4,,,,
Comuna,-312.879.311.408.046,-634.453.892.518.836,Direc. Grl. de Catastro,142721,Sagrada Familia,Comuna Sagrada Familia,14,1,,,,
Municipio,-322.154.566.164.449,-626.331.396.610.771,Direc. Grl. de Catastro,141722,San Antonio de Litín,Municipio San Antonio de Litín,14,8,,,,
Municipio,-332.024.080.778.911,-644.262.539.399.712,Direc. Grl. de Catastro,140882,Santa Catalina,Municipio Santa Catalina,14,3,,,,
Municipio,-331.935.446.312.946,-632.841.258.885.037,Direc. Grl. de Catastro,140462,Santa Eufemia,Municipio Santa Eufemia,14,2,,,,
Municipio,-31.389.999.537.335,-634.185.697.040.229,Direc. Grl. de Catastro,141078,Santiago Temple,Municipio Santiago Temple,14,1,,,,
Comuna Rural,-263.435.461.844.368,-647.690.465.238.726,Direccion de Estadística de la Prov. Tucumán,908028,El Puestito,Comuna Rural El Puestito,90,0.020686979,Tucumán,,,
Comuna,-273.981.645.478.568,-652.924.614.558.123,Direccion de Estadística de la Prov. Tucumán,908490,Atahona,Comuna Atahona,90,0.005743957,Tucumán,,,
Municipio,-270.137.225.461.159,-55.041.599.435.926,Ministerio de Ecología,540329,Ruiz de Montoya,Municipio Ruiz de Montoya,54,0.004484529,Misiones,,,
Municipio,-37.123.144.146.264,-634.697.507.510.433,Direc. Grl. de Catastro,420322,Rolon,Municipio Rolon,42,0.00314325,La Pampa,,,
Comuna,-269.800.428.183.293,-651.539.697.169.584,Direccion de Estadística de la Prov. Tucumán,908091,El Bracho y el Cevilar,Comuna El Bracho y el Cevilar,90,0.001972409,Tucumán,,,
Comuna Rural,-269.938.642.872.945,-650.736.277.067.654,Direccion de Estadística de la Prov. Tucumán,908098,El Naranjito,Comuna Rural El Naranjito,90,0.003056052,Tucumán,,,
Municipio,-309.214.339.905.767,-64.531.631.091.885,Direc. Grl. de Catastro,140714,San Esteban,Municipio San Esteban,14,3,,,,
Comuna,-26.822.491.702.587,-65.488.399.392.652,Direccion de Estadística de la Prov. Tucumán,908371,San Pablo y Villa Nougues,Comuna San Pablo y Villa Nougues,90,0.014486,Tucumán,,,
Comuna,-270.276.412.732.379,-655.535.879.427.709,Direccion de Estadística de la Prov. Tucumán,908427,Santa Lucia,Comuna Santa Lucia,90,0.004395142,Tucumán,,,
Municipio,-269.539.510.198.961,-653.408.692.819.985,Direccion de Estadística de la Prov. Tucumán,900077,Municipalidad de Lules,Municipio Municipalidad de Lules,90,0.004771754,Tucumán,,,
Municipio,-320.189.945.410.788,-65.035.648.976.824,Direc. Grl. de Catastro,141134,San Javier y Yacanto,Municipio San Javier y Yacanto,14,0.000382516,Cordoba,,,
Comuna,-34.510.881.493.493,-637.131.847.442,Direc. Grl. de Catastro,142462,San Joaquín,Comuna San Joaquín,14,1,,,,
Municipio,-303.571.542.328.118,-63.947.567.595.877,Direc. Grl. de Catastro,141561,San José de la Dormida,Municipio San José de la Dormida,14,6,,,,
Municipio,-300.065.939.301.358,-645.964.266.269.363,Direc. Grl. de Catastro,141568,San José de las Salinas,Municipio San José de las Salinas,14,1,,,,
Municipio,-326.262.603.360.861,-624.804.580.153.711,Direc. Grl. de Catastro,141729,San Marcos Sud,Municipio San Marcos Sud,14,2,,,,
Municipio,-302.554.577.373.609,-642.146.114.629.847,Direc. Grl. de Catastro,141575,San Pedro Norte,Municipio San Pedro Norte,14,3,,,,
Comuna,-313.514.245.506.072,-64.450.467.547.614,Direc. Grl. de Catastro,142518,San Roque,Comuna San Roque,14,4,,,,
Municipio,-312.670.502.928.978,-645.162.902.727.265,Direc. Grl. de Catastro,140721,Santa María de Punilla,Municipio Santa María de Punilla,14,0.000427541,Cordoba,,,
Municipio,-31.703.457.733.837,-624.833.254.315.983,Direc. Grl. de Catastro,141344,Saturnino María Laspiur,Municipio Saturnino María Laspiur,14,1,,,,
Municipio,-301.594.216.007.127,-635.927.415.022.851,Direc. Grl. de Catastro,140959,Sebastián Elcano,Municipio Sebastián Elcano,14,2,,,,
Municipio,-309.253.280.210.718,-620.196.850.759.195,Direc. Grl. de Catastro,141351,Seeber,Municipio Seeber,14,2,,,,
Comuna,-32.175.259.843.518,-643.726.926.526.339,Direc. Grl. de Catastro,142070,Segunda Usina,Comuna Segunda Usina,14,4,,,,
Municipio,-344.755.850.792.197,-635.333.659.644.618,Direc. Grl. de Catastro,140651,Serrano,Municipio Serrano,14,4,,,,
Municipio,-313.297.975.420.494,-62.812.206.116.271,Direc. Grl. de Catastro,141365,Villa Concepcion del Tío,Municipio Villa Concepcion del Tío,14,4,,,,
Municipio,-322.511.789.287.088,-629.325.509.169.843,Direc. Grl. de Catastro,140336,Silvio Pellico,Municipio Silvio Pellico,14,4,,,,
Comuna,-316.204.677.227.677,-643.917.917.466.749,Direc. Grl. de Catastro,143085,Villa del Prado,Comuna Villa del Prado,14,5,,,,
Municipio,-274.727.246.661.256,-552.627.854.314.175,Ministerio de Ecología,540413,San Martín,Municipio San Martín,54,0.00333441,Misiones,,,
Comuna,-312.400.441.687.223,-65.173.844.571.924,Direc. Grl. de Catastro,142392,Talaini,Comuna Talaini,14,0.000279055,Cordoba,,,
Comuna,-311.045.315.982.935,-639.052.535.784.127,Direc. Grl. de Catastro,142728,Tinoco,Comuna Tinoco,14,0.001460798,Cordoba,,,
Municipio,-315.526.503.925.745,-640.108.138.150.316,Direc. Grl. de Catastro,141407,Toledo,Municipio Toledo,14,2,,,,
Comuna,-317.320.720.279.432,-644.294.772.612.583,Direc. Grl. de Catastro,143092,Villa la Bolsa,Comuna Villa la Bolsa,14,1,,,,
Comuna,-275.393.455.705.576,-655.967.033.166.023,Direccion de Estadística de la Prov. Tucumán,908224,Comuna Villa Belgrano,Comuna Comuna Villa Belgrano,90,0.002084314,Tucumán,,,
Municipio,-31.132.372.566.268,-644.920.990.495.328,Direc. Grl. de Catastro,140735,Valle Hermoso,Municipio Valle Hermoso,14,0.000332614,Cordoba,,,
Municipio,-312.723.301.734.498,-643.361.456.913.081,Direc. Grl. de Catastro,140175,Villa Allende,Municipio Villa Allende,14,0.000591553,Cordoba,,,
Municipio,-3.429.760.379.345,-632.704.154.896.919,Direc. Grl. de Catastro,140658,Villa Rossi,Municipio Villa Rossi,14,8,,,,
Comision de Fomento,-350.687.880.041.611,-640.161.738.244.231,Direc. Grl. de Catastro,425007,Adolfo Van Praet,Comision de Fomento Adolfo Van Praet,42,0.001523245,La Pampa,,,
Municipio,-321.694.820.041.982,-638.898.773.171.195,Direc. Grl. de Catastro,141505,Villa Ascasubi,Municipio Villa Ascasubi,14,0.000156028,Cordoba,,,
Comuna,-298.240.610.680.012,-633.428.315.124.573,Direc. Grl. de Catastro,142798,Villa Candelaria Norte,Comuna Villa Candelaria Norte,14,7,,,,
Comuna,-316.455.668.750.732,-629.033.357.626.936,Direc. Grl. de Catastro,142980,Villa San Esteban,Comuna Villa San Esteban,14,1,,,,
Comuna,-314.730.827.915.556,-652.841.808.159.514,Direc. Grl. de Catastro,142441,Villa de Pocho,Comuna Villa de Pocho,14,5,,,,
Comision de Fomento,-35.792.273.298.645,-637.458.253.289.186,Direc. Grl. de Catastro,420116,Dorila,Comision de Fomento Dorila,42,0.002572923,La Pampa,,,
Comuna,-331.488.335.972.339,-640.213.925.904.292,Direc. Grl. de Catastro,142329,Paso del Durazno,Comuna Paso del Durazno,14,0.000270899,Cordoba,,,
Municipio,-308.478.650.515.881,-645.261.710.599.971,Direc. Grl. de Catastro,140672,Capilla del Monte,Municipio Capilla del Monte,14,0.000612451,Cordoba,,,
Municipio,-260.812.488.812.615,-544.721.723.500.383,Ministerio de Ecología,540210,Puerto Esperanza,Municipio Puerto Esperanza,54,0.020495276,Misiones,,,
Comision de Fomento,-350.449.274.835.385,-644.002.912.370.171,Direc. Grl. de Catastro,425098,Maisonnave,Comision de Fomento Maisonnave,42,0.001001361,La Pampa,,,
Comision Municipal,-334.675.887.566.232,-658.176.668.186.051,Direccion de Geodesia y Catastro,746049,Fraga,Comision Municipal Fraga,74,0.000453453,San Luis,,,
Comision de Fomento,-350.450.496.068.839,-645.365.926.709.592,Direc. Grl. de Catastro,425119,Quetrequén,Comision de Fomento Quetrequén,42,0.000681662,La Pampa,,,
Municipio,-308.951.889.539.233,-631.154.326.746.594,Direc. Grl. de Catastro,140952,Villa Fontana,Municipio Villa Fontana,14,2,,,,
Municipio,-348.396.563.912,-645.822.038.824.256,Direc. Grl. de Catastro,140252,Villa Huidobro,Municipio Villa Huidobro,14,3,,,,
Comuna,-317.198.998.965.797,-644.383.564.544.401,Direc. Grl. de Catastro,143099,Villa los Aromos,Comuna Villa los Aromos,14,2,,,,
Comuna,-327.675.652.636.145,-627.274.983.332.989,Direc. Grl. de Catastro,143246,Villa los Patos,Comuna Villa los Patos,14,1,,,,
Comision Municipal,-33.210.106.793.768,-662.316.846.459.176,Direccion de Geodesia y Catastro,746266,P. de los Funes,Comision Municipal P. de los Funes,74,0.000564034,San Luis,,,
Comision Municipal,-328.230.037.708.213,-661.002.883.078.041,Direccion de Geodesia y Catastro,746035,Carolina,Comision Municipal Carolina,74,0.001865166,San Luis,,,
Municipio,-325.944.806.749.798,-661.262.207.074.521,Direccion de Geodesia y Catastro,740028,San Francisco,Municipio San Francisco,74,0.001911771,San Luis,,,
Comision Municipal,-222.821.895.352.065,-655.258.263.700.186,Direc. Grl. de Inmuebles,386245,Barrios,Comision Municipal Barrios,38,0.004780128,Jujuy,,,
Comision Municipal,-224.660.000.653.539,-661.133.735.661.478,Direc. Grl. de Inmuebles,386077,Rinconada,Comision Municipal Rinconada,38,0.03011799,Jujuy,,,
